TIME,Ls [deg],R [km],XMSO [km],YMSO [km],ZMSO [km],GEO_lat [deg],GEO_lon [deg],Sol distance/mean distance,n_i [cm^-3],n_e [cm^-3],T_p [eV],T_e [eV],Vdown_x [km/s],Vdown_y [km/s],Vdown_z [km/s],Vupfine_x [km/s],Vupfine_y [km/s],Vupfine_z [km/s],|Vupfine| [km/s],Vupcoarse_x [km/s],Vupcoarse_y [km/s],Vupcoarse_z [km/s],Bup_x [nT],Bup_y [nT],Bup_z [nT],|Bup| [nT],Bdown_x [nT],Bdown_y [nT],Bdown_z [nT],Bu_fit [nT],Bd_fit [nT],Bu_measure [nT],Bd_measure [nT],Bmax [nT],Bu_stddev [nT],Bd_stddev [nT],N_AVG_x,N_AVG_y,N_AVG_z,nconic_rho,n_conic_phi,n_conic_x,$\hat{n}_{conic}\cdot\hat{n}_{AVG}$,|POS_{shock}-POS_{conic}| [km],V_A [km/s],C_S [km/s],thetaBN [deg],Mfms,Malfven_local,Malfven_global,beta,beta_p,beta_e,Mcrit,Wci [rad/s],tau_ci [s],Pdyn [nPa],rci [km],c/Wpe [km],c/Wpi [km],SZA [º],cone angle [º]
2019-07-01/19:03:21,"46,9102","5779,834007","2758,38","-3704,17","-3475,19","-33,3147","14,7658","1,08454","6,41648","7,20441","3,7508733","7,644226","-154,47139","-62,878652","-72,841361","-315,22108","0,51823022","-15,836069","315,6190408","-280,41717","-19,954483","-85,289592","0,92176564","-1,7030364","0,24676404","1,952146861","-2,5462555","-4,69091","0,10514916","1,94046","6,47834","1,95486","5,93586","24,0352","0,0682533","1,85507","0,64113373","-0,73346137","-0,22579184","0,601503",0,"0,798871","0,926855","567,769","16,833106","35,374082","23,9282","5,4991904","11,816198","18,74989921","7,7042835","2,5359842","5,1682993","1,015","0,1870320346","33,59416648","0,5337153723","1687,513273","1,978314394","90,0091011","61,49456775","118,6436066"
2019-07-06/18:06:48,"49,1122","5901,750775","2747,7","2678,87","4483,8","74,4646","155,778","1,08614","12,419","12,7946","7,3204837","7,314999","-200,22189","52,460404","87,249938","-341,52592","-2,5544558","25,193203","342,4633948","-326,87716","1,840689","57,518106","-2,195075","0,89532203","-2,3096184","3,30972702","-5,3170235","5,4053464","3,3603372","2,88237","10,316","3,31963","9,05382","29,2","0,0588044","2,60617","0,83421106","-0,10349168","0,54164692","0,608638",0,"0,793448","0,912601","485,627","20,546713","43,004097","16,4157","6,2305315","13,1891906","16,66755139","6,6414818","3,3219854","3,3194965","1,0085","0,3170995947","19,81454853","1,21618997","1079,986857","1,484503291","64,69810098","62,25264215","52,55131721"
2019-07-10/11:18:59,"50,7564","6006,345988","1852,46","-4464,36","-3565,68","-37,676","200,221","1,08723","1,66549","1,97386","9,5668898","13,684328","-165,20392","-97,165376","-47,494029","-435,14856","17,298786","3,4159854","435,5056673","-376,55623","49,874862","10,346262","1,7746257","-0,9570418","-0,45859847","2,067737396","-3,303883","-4,1181273","-2,4279916","1,97","5,74814","2,0817","6,61793","11,2019","0,0805925","2,14062","0,59034954","-0,71440937","-0,37564168","0,664629",0,"0,747174","0,967907","1046,56","35,183796","51,323582","22,9805","4,9994255","7,689089419","12,3780182","3,5983462","1,4805668","2,1177794","1,0355","0,1981065769","31,71618735","0,2637643683","2198,340278","3,77951739","176,6704163","72,03613465","151,3620631"
2019-07-10/15:05:09,"50,8259","6400,997919","2789,19","-4752,15","-3257,34","-29,5108","148,204","1,08728","1,54771","1,52589","11,206864","12,671851","-212,19238","-76,367869","-46,102291","-442,65445","10,18152","-1,4119638","442,7737787","-397,48937","26,681804","-2,8089314","1,7887654","-1,8907561","-0,81543921","2,727559604","-3,5229232","-4,6095959","-1,4999181","2,80315","6,60745","2,77317","6,14825","12,1683","0,149876","1,07657","0,46341","-0,82203379","-0,3309254","0,638195",0,"0,769875","0,908894","304,827","48,621343","54,96542","13,4233","3,6563549","4,381466745","9,106572369","1,9350835","0,90818196","1,0269015","1,038","0,2613230758","24,04374466","0,2533610509","1694,353923","4,298658134","183,2694399","64,16741881","132,1150653"
2019-07-13/03:35:15,"51,9395","5756,682021","3162,73","2139,95","4307,8","73,5948","57,3141","1,08797","1,40947","1,60286","10,357117","8,7001103","-195,7785","132,39037","158,22634","-392,57382","22,176161","-13,488534","393,4309683","-362,29952","-10,087241","-28,500264","1,0268119","-0,24490995","0,79363968","1,320676911","1,2416108","-4,9594993","0,67444215","1,58539","5,3151","1,34018","5,57116","10,9563","0,0795246","1,64426","0,77086511","0,019023119","0,6367143","0,583425",0,"0,812167","0,963696","568,383","24,622493","48,856932","11,9206","6,3163287","12,62211522","15,97851884","6,0219667","3,2727853","2,7491814","1,0055","0,1265319196","49,65691919","0,1821710642","3109,341655","4,194176722","192,0467353","56,67403382","143,7893529"
2019-07-13/10:57:27,"52,0754","5430,190102","2443,34","2484,35","4164,74","74,7937","339,626","1,08805","2,48582","2,71949","7,9916639","9,9476616","-199,93999","87,497964","104,12959","-349,64431","30,982285","3,0473609","351,0275372","-287,84042","55,542839","-12,967735","2,2378193","-0,55218749","0,76274331","2,427864","1,6838015","-4,3485588","1,3776208","2,53033","5,61108","2,47444","5,04023","13,7129","0,223439","1,44006","0,84641008","-0,037482264","0,53121093","0,604474",0,"0,796625","0,93843","983,938","34,232427","46,340772","17,1439","6,1144165","8,631726964","10,25424044","2,9327385","1,306485","1,6262534","1,028","0,2326097245","27,01170521","0,2557634772","1509,083672","3,219962308","144,6105601","63,2592172","159,2990451"
2019-07-16/08:15:19,"53,3487","5798,789831","3567,45","1666,6","4256,96","72,0914","3,24754","1,08879","2,74431","2,95083","20,11883","12,869218","-215,65684","11,042059","131,51494","-431,05662","19,307689","-0,11063848","431,4888281","-399,12567","-8,346331","5,7705235","1,5389795","0,56792972","1,7978106","2,433747115","5,4013935","-6,3702926","-4,3112194","2,56044","9,88655","2,44436","9,542","18,3298","0,0785628","1,69754","0,84016216","-0,0097365551","0,54224786","0,551377",0,"0,834256","0,977361","305,711","32,184363","66,027445","21,6332","5,3815197","11,26029572","13,40678478","6,1011184","3,7209648","2,3801536","1,016","0,2331733763","26,9464096","0,4266372338","1850,506412","3,091166698","137,631633","52,03311358","128,423115"
2019-08-08/18:31:50,"63,6265","4897,662329","3181,58","172,673","3719,52","71,585","39,5495","1,0928","4,13629","5,41401","12,47779","15,171137","-218,14218","80,204836","157,69382","-408,51217","-5,5148268","-4,6214371","408,5755304","-356,16066","-38,365441","14,864847","3,1978219","-1,3841997","1,6697561","3,863956411","5,0210104","-11,791049","1,1343312","4,34711","12,8579","4,00112","13,2596","20,8017","0,391553","2,49673","0,78773853","0,10679149","0,60668245","0,542317",0,"0,840174","0,993183","1156,77","42,91133","55,706368","28,8545","5,2842852","7,578265638","9,521390514","2,8765833","1,2981843","1,5783991","1,0705","0,3701994166","16,97243438","0,5765568839","1103,663356","2,282101699","112,1061291","49,48764868","145,8455595"
2019-08-09/12:38:51,"63,9562","5395,841963","3592,37","-1220,95","3836,57","59,9261","107,863","1,09287","3,25303","4,76778","27,551054","21,288875","-242,81202","8,2344749","130,11372","-482,63625","28,841394","-22,974424","484,0427667","-429,13352","34,637861","-7,1409176","3,3883689","-0,93021032","2,3266892","4,214239869","7,4103257","-3,6048994","-10,965805","5,57766","16,895","4,37895","14,2307","27,3824","0,619182","3,18754","0,76255792","-0,54955667","0,34131053","0,550365",0,"0,834924","0,907399","768,921","52,956873","76,101773","22,6521","4,8768608","7,397141598","9,140320024","3,3363608","1,8820718","1,4542889","1,038","0,4037595084","15,56170239","0,6364173533","1198,839301","2,431847949","126,4127307","48,25885556","147,2510571"
2019-10-23/11:50:52,"96,8477","5097,61953","4640,55","638,328","-2010,86","-1,77951","168,929","1,08148","1,95493","3,41488","10,474483","17,929563","-77,1141","25,189846","40,087784","-383,92143","64,78631","-3,6287136","389,3662774","-322,91154","69,474569","-49,077359","2,4111776","-0,31937206","2,098607","3,212464361","0,20248617","-3,1395853","8,6931857","4,12589","7,86305","3,25487","10,1885","23,3742","0,354469","3,16545","0,95489942","-0,15350046","0,25417456","0,305988",0,"0,952035","0,820758","534,471","50,776719","51,538192","26,1005","6,1483905","7,433985758","7,668204741","2,1105399","0,7782981","1,3322418","1,0955","0,3077810166","20,41446667","0,2474767231","1265,075675","2,873470862","163,0681865","24,44808132","139,7031232"
2019-10-27/13:29:22,"98,6619","5066,546624","4808,81","9,97282","-1595,35","4,17316","176,217","1,07985","3,51507","4,03991","10,149413","8,4492274","-60,523809","-12,72052","16,333981","-398,43988","29,866603","10,161679","399,686892","-359,58868","70,136248","29,465087","3,0208985","1,0021848","1,3097878","3,441764984","1,7066839","11,228833","-7,2971667","2,85147","13,8789","3,45723","13,9404","31,8828","0,0777068","4,4404","0,9585456","0,24525746","0,14504865","0,236075",0,"0,971735","0,897572","512,231","40,22145","48,220265","14,5459","7,3551818","9,276737881","9,937157712","2,2024618","1,2018994","1,0005624","1,034","0,3297499385","19,05439417","0,4688784414","1212,090877","2,641853167","121,6095994","18,35389099","147,5164186"
2019-10-29/08:43:59,"99,4672","4473,2919","4415,86","-696,505","159,379","25,4811","256,271","1,0791","3,66638","3,53294","28,242636","8,9852904","-132,94057","19,870632","176,84053","-477,8033","73,403002","-12,053615","483,5589766","-426,78671","66,73961","-40,250017","1,7334796","-1,9984758","2,2741374","3,488632678","-0,41531164","-13,511714","-5,1721136","3,59072","14,246","3,49721","16,5442","34,3571","0,125934","5,77884","0,77194448","-0,4404982","0,45832636","0,118121",0,"0,992999","0,829338","1056,82","39,838212","73,509305","20,8227","5,4014813","10,20869109","12,13806926","4,4937801","3,4091664","1,0846137","1,022","0,3342402566","18,79840978","0,7158513531","1446,740682","2,825051636","119,0737715","9,191075909","126,4546327"
2019-11-02/06:49:15,"101,226","4836,390076","4713,78","-973,548","-472,389","19,0398","319,287","1,0774","1,91806","2,24154","9,9170589","10,655527","-100,84116","-67,887779","107,5214","-353,61138","45,061825","-5,481152","356,5131402","-307,30782","36,897037","-103,64391","2,0762362","-1,3863576","0,42098735","2,531792745","-0,22495065","-9,0026053","-5,0197289","2,70516","10,8093","2,59977","11,2541","21,3746","0,247194","3,19756","0,82981554","-0,46792694","0,30405682","0,184909",0,"0,982756","0,868806","719,851","40,944977","49,571411","9,14509","6,2329051","7,722179006","8,707127623","2,3508789","1,1332462","1,2176327","1,0125","0,2425669696","25,90288908","0,2035634239","1469,751388","3,546674027","164,6280192","12,92890809","152,2711144"
2019-11-02/13:59:35,"101,36","4606,414045",4463,"-1128,78","162,902","25,297","212,057","1,07727","2,29234","3,13847","8,9859877","14,011968","-90,075522","-26,104195","100,14836","-343,53676","30,632345","8,3734611","345,0013926","-266,00072","-5,210732","-84,526093","1,975227","-1,7979551","1,1550622","2,910040022","0,66684807","-8,1447188","-6,7801518","3,06666","11,812","2,93826","11,2205","19,4426","0,258871","3,08912","0,84641097","-0,47514373","0,24047224","0,184909",0,"0,982756","0,925124","946,042","42,329951","49,148934","15,5222","5,7925265","7,165481103","8,150290384","2,4588743","0,96075557","1,4981188","1,031","0,2788062296","22,53602911","0,2278280559","1237,423543","2,997336693","150,5897217","14,33458864","136,1458323"
2019-11-02/17:44:41,"101,43","5156,987969","4925,43","-846,224","-1272,23","7,48909","162,057","1,0772","3,01636","3,59499","9,2397547","13,097261","-88,783735","20,208024","30,792362","-347,47921","22,334658","-3,4202205","348,2130616","-318,1159","13,467058","-38,089682","2,5084898","-1,1776362","0,089745069","2,772616503","0,80643311","-7,7092784","3,6095806","3,44359","7,34438","2,93887","9,52824","16,8884","0,441683","4,12675","0,97271399","-0,16629096","0,16178633","0,22364",0,"0,974672","0,938547","414,233","36,909194","50,283902","17,0757","6,5344775","9,273171488","9,434317681","3,1412224","1,2993734","1,841849","1,025","0,2656399045","23,65301749","0,3053934819","1310,846208","2,800565134","131,2783956","17,23487082","158,4959468"
2019-11-05/03:31:43,"102,509","4963,880854","4761,75","-1291,82","-545,024","15,9307","32,8016","1,07611","1,92435","2,05653","11,085361","8,9624746","-36,46557","27,673325","10,501727","-415,10403","46,499975","-11,272538","417,8524542","-358,97195","29,872732","-33,605879","2,3292069","-0,054392888","1,3672403","2,701390273","1,0399947","-1,4377286","2,7165979","2,8834","5,29678","2,71523","6,45329","18,5629","0,153983","3,13497","0,81039753","-0,22939401","0,53910503","0,231824",0,"0,972758","0,788736","620,224","42,693412","50,732764","12,5205","6,6743374","8,271608235","9,7872818","2,107116","1,1651204","0,9419956","1,0285","0,2588158345","24,27666498","0,2805539931","1614,477936","3,702772217","164,3587444","16,40695951","150,744436"
2019-11-07/13:16:33,"103,591","4654,108283","4310,48","-1684,52","492,827","28,4085","262,487","1,07498","3,45975","4,79689","5,8269143","6,8992505","-112,85616","28,726305","111,14906","-335,18371","25,999376","11,08385","336,3732135","-303,81077","51,413486","26,710289","0,85773773","-0,64632182","1,308534","1,692839962","-4,4782716","-5,6674965","6,878784","1,65329","10,1689","1,70007","10,4208","21,6297","0,0993185","2,73162","0,78003678","-0,15698926","0,60572022","0,274353",0,"0,961629","0,838106","953,331","19,936172","37,514115","22,5744","6,7204811","12,98260933","16,87250759","6,1341815","2,8086506","3,3255309","1,0175","0,1621882599","38,74007473","0,3268692013","2073,967707","2,424457868","122,5779878","22,15505748","120,5928294"
2019-11-08/18:08:20,"104,134","4476,858869","3953,83","-1814,99","1056,08","34,4728","197,03","1,07441","2,50082","2,64614","24,573793","13,346342","-102,09045","80,298387","144,73057","-523,25913","46,479602","18,491342","525,6447472","-441,50875","66,756595","45,972435","-1,35374","1,6949006","0,53438958","2,234026019","2,0701347","8,0323497","5,646953","2,06884","12,8975","2,32242","12,208","24,9338","0,295788","3,92958","0,89422523","-0,44513453","-0,047079646","0,33251",0,"0,9431","0,963401","1188,45","32,032822","71,643885","27,0207","6,6717569","15,28031959","16,40956726","7,0798186","4,588011","2,4918076","1,0205","0,214038421","29,35540861","0,5769704448","2455,84295","3,264285322","144,1762183","27,97277499","47,25676089"
2019-11-13/17:33:41,"106,383","5281,519509","4707,48","-2346,97","-475,197","19,4683","252,131","1,07195","2,85651","3,39917","7,9480534","10,991715","-128,76209","-33,13302","29,1342","-388,6178","0,2495261","-16,931703","388,9865541","-356,16272","-30,055223","-62,286881","4,1529484","-1,8096381","-0,90430669","4,61947411","-3,4633568","-13,846945","3,6113918","4,90804","16,9732","4,79192","14,8938","22,658","0,267146","2,57092","0,84513514","-0,53455248","0,00049496223","0,342312",0,"0,939586","0,973388","384,189","61,842611","46,41443","14,282","5,1413473","5,313105622","6,289943905","0,94872795","0,39813266","0,55059529","1,217","0,4425843459","14,19658279","0,3609037573","878,8981304","2,880103391","134,9015602","26,96146306","152,8590487"
2019-11-14/22:20:31,"106,926","4822,376166","4082,18","-2444,39","784,905","31,2345","186,047","1,07133","3,91973","4,12115","23,302158","10,823106","-160,07973","40,95831","172,04671","-495,01782","27,646785","45,278869","497,8525513","-452,6014","41,691505","70,988453","-1,9163664","-0,87305641","-0,042769956","2,106304096","-3,8926258","-4,5238218","5,9785928","2,19076","9,79189","2,12029","9,64008","23,5466","0,127457","4,35501","0,93962465","0,049770371","0,3385682","0,379917",0,"0,925021","0,890494","901,753","23,359477","68,61157","28,067","6,445677","19,19670419","21,3126583","11,980983","8,1811168","3,7998665","1,012","0,20180159","31,13545987","0,8112301859","2467,039785","2,615684206","115,1613562","32,16613269","28,38427466"
2017-07-02/17:28:06,"27,8877","5409,110082","3880,47","-3464,95","-1481,4","-22,8327","219,624","1,06514","1,60579","1,70982","7,8598289","10,555749","-31,641482","-2,7922857","16,349869","-362,78133","8,7660568","12,886575","363,1159608","-331,48867","26,498076","34,872986","-0,38583856","-1,2957868","-0,30977503","1,387045563","-3,1247051","-6,6682663","0,51294658","1,67174","6,71861","1,39188","7,91658","16,4806","0,0683577","1,94556","0,89139052","-0,45316062","0,0082694933","0,497183",0,"0,867646","0,978959","555,325","23,958217","46,957809","80,0064","6,2231021","13,65901748","15,15621804","6,1463747","2,6232928","3,5230818","1,1","0,1328905929","47,28088852","0,1767933406","2732,442928","4,060872225","179,9245696","44,1601541","75,67405115"
2017-07-02/22:00:26,"27,9749","5456,721208","3876,37","-3505,66","-1568,41","-21,3761","152,981","1,06525","2,75743","3,39086","9,0396051","11,750911","-133,09184","-94,884629","-2,9160604","-379,6405","16,054718","-7,6386155","380,0565901","-337,82424","36,021464","-21,283284","1,1099823","1,2750648","0,63506683","1,805868442","4,7041963","7,2956692","-0,23132127","2,05559","8,90415","1,82411","9,62987","18,839","0,106456","2,44679","0,85910263","-0,51174325","0,0078429594","0,499313",0,"0,866422","0,975987","521,621","23,960471","48,571232","80,2422","6,1888883","13,95740321","15,86181633","6,9377276","3,0164868","3,9212408","1,088","0,1730173357","36,31535118","0,3325733972","2196,638784","2,883630374","137,3038133","44,73379457","126,2437486"
2017-07-09/17:10:05,"31,0956","5670,194184","3607,94","-4150,76","-1380,24","-29,6864","285,872","1,06904","1,96753","2,75112","5,6223321","18,717924","-127,79105","-104,03019","9,9212946","-296,30137","-25,244673","14,241277","297,7156518","-272,55933","-47,535913","-11,872555","-0,53580887","-2,0619726","-0,7250011","2,250433012","-1,0495498","-3,6923085","-4,6195102","2,37397","6,43641","2,36367","6,30206","17,7555","0,412146","1,32921","0,92952125","-0,36744593","0,03120476","0,578696",0,"0,815543","0,954143","131,761","36,75542","46,695805","83,9549","4,4769498","7,228810658","8,099911573","3,4516361","0,79729007","2,654346","1,1875","0,2156103485","29,14139025","0,1456166962","1380,804094","3,201398625","162,5452061","50,48358986","72,58783801"
2017-07-12/04:02:28,"32,2178","6071,048019","3493,36","-4545,36","-1998,44","-31,3088","144,025","1,07035","6,76965","7,69292","16,39674","11,951341","-195,16006","-97,471798","-14,341857","-382,68444","12,071715","10,652446","383,0229517","-349,28256","23,014851","19,339709","-0,27637257","0,37912374","-4,5426649","4,566828331","2,1064037","5,3839958","-15,457305","4,87039","18,0247","4,58196","17,0888","27,6955","0,0679389","2,76916","0,85305382","-0,51923905","-0,051865071","0,597223",0,"0,802076","0,980556","59,6375","38,411777","60,217526","87,5275","4,6668821","8,67627184","9,971497848","3,6807597","2,1289787","1,551781","1,176","0,4375404389","14,36023908","0,829282095","875,4001177","1,914471533","87,62978359","54,8714395","87,97038844"
