TIME,Ls [deg],R [km],XMSO [km],YMSO [km],ZMSO [km],GEO_lat [deg],GEO_lon [deg],Sol distance/mean distance,n_i [cm^-3],n_e [cm^-3],T_p [eV],T_e [eV],Vdown_x [km/s],Vdown_y [km/s],Vdown_z [km/s],Vupfine_x [km/s],Vupfine_y [km/s],Vupfine_z [km/s],|Vupfine| [km/s],Vupcoarse_x [km/s],Vupcoarse_y [km/s],Vupcoarse_z [km/s],Bup_x [nT],Bup_y [nT],Bup_z [nT],|Bup| [nT],Bdown_x [nT],Bdown_y [nT],Bdown_z [nT],Bu_fit [nT],Bd_fit [nT],Bu_measure [nT],Bd_measure [nT],Bmax [nT],Bu_stddev [nT],Bd_stddev [nT],N_AVG_x,N_AVG_y,N_AVG_z,nconic_rho,n_conic_phi,n_conic_x,$\hat{n}_{conic}\cdot\hat{n}_{AVG}$,|POS_{shock}-POS_{conic}| [km],V_A [km/s],C_S [km/s],thetaBN [deg],Mfms,Malfven_local,Malfven_global,beta,beta_p,beta_e,Mcrit,Wci [rad/s],tau_ci [s],Pdyn [nPa],rci [km],c/Wpe [km],c/Wpi [km],SZA [º],cone angle [º]
2014-12-11/17:53:59,"250,65","5934,519125","5862,04","-862,255","333,947","-20,7695","232,461","0,906505","3,08276","2,99382","23,936384","12,866154","-114,19799","14,214334","50,895631","-425,55789","12,251825","8,2491306","425,8141298","-398,75775","16,00203","24,154764","0,5868357","3,5783382","-0,56549834","3,669968499","-0,74986885","8,8826271","8,9214685","3,78152","14,566","3,67892","12,7984","25,2416","0,0499786","1,79597","0,99071042","0,0067408126","0,13582127","0,123026",0,"0,992403","0,988446","404,146","45,703181","71,357527","81,7171","4,9718418","9,198520367","9,316947321","3,3754179","2,1953731","1,1800449","1,1905","0,3516137484","17,86956663","0,4667306564","1211,0281","3,068892518","129,8568876","8,963844948","97,743392"
2014-12-12/21:30:21,"251,38","6448,884391","6399,43","-652,174","-458,339","-27,3055","190,539","0,906523","2,34595","3,22856","15,001261","17,001963","-117,65099","45,18249","-4,274157","-405,79052","30,448989","-23,709695","407,621438","-396,97779","-5,4892762","-40,651844","-0,60573799","2,8454399","3,0940001","4,246914569","0,13052191","11,165766","9,3586868","4,48233","15,2879","4,26173","14,7751","21,437","0,047276","1,63243","0,99744857","-0,06304138","-0,033498326","0,0994451",0,"0,995043","0,999549","924,047","60,690775","59,827415","77,9416","4,789144","6,687680048","6,716365674","1,6645276","0,7802343","0,88429333","1,4035","0,4068900186","15,44197454","0,3254762177","1001,797585","2,955221857","148,8591282","7,100283568","81,39263331"
2014-12-15/08:55:10,"252,952","5756,466437","5480,74","-1563,09","809,41","-13,6061","35,8434","0,906603","3,194","3,22664","12,782122","14,675134","-120,49857","-29,738835","82,731614","-361,74","10,454221","17,018593","362,2909754","-341,43659","22,829897","43,583748","0,43689203","1,0426557","-3,038943","3,242403447","-1,0939481","-11,393517","-10,06691","3,37873","13,8733","3,28403","15,7697","19,7491","0,0748968","2,79059","0,98608212","-0,15515036","0,059753063","0,236272",0,"0,971687","0,997207","179,62","40,08072","58,592743","88,4544","5,0336508","8,914770223","9,039033615","3,2743779","1,5243146","1,7500633","1,2","0,310649432","20,22596747","0,350055108","1166,237366","2,956100973","127,5755329","17,80523786","99,74633486"
2014-12-15/13:32:02,"253,074","5908,825544","5684,55","-1501,78","587,169","-16,8509","329,119","0,906612","3,01697","3,09847","11,452784","15,165653","-121,49016","-20,705386","35,21123","-356,81526","5,9013393","-2,479864","356,8726738","-337,52815","9,1407417","3,0344787","0,33814837","2,5845126","-1,4449607","2,980261922","3,1358783","11,91318","-0,25401535","3,12121","12,4249","2,98821","12,6519","22,1022","0,0559932","2,15373","0,9339842","-0,3040661","0,18766277","0,212922",0,"0,977069","0,987415","345,043","37,525069","56,954588","75,5992","4,9521324","8,941211821","9,510246971","3,6214476","1,5581552","2,0632924","1,1705","0,2855340764","22,00502787","0,3208367118","1249,842675","3,016621856","131,2651234","15,83657785","95,4936167"
2014-12-20/08:01:24,"256,101","5599,022123","4907,24","-2372,25","1280,81","-9,4594","89,9476","0,906939","6,70555","7,14729","17,829802","16,979411","-154,83439","-38,018822","66,281147","-374,03622","42,791168","-2,8067678","376,4864617","-345,99967","75,046024","-5,9864949","1,6238327","-3,039827","-5,0798111","6,138555338","1,2900391","-12,582097","-18,449777","6,70197","23,8766","6,2851","22,7218","33,4687","0,0968611","2,89788","0,90210425","-0,36156884","0,23553321","0,343652",0,"0,939097","0,994954","29,165","52,940871","66,133614","77,128","4,1986809","6,678256271","7,111451977","2,3793302","1,2187287","1,1606015","1,2725","0,5881250623","10,68341703","0,7936327997","640,1469447","1,986203849","88,04762472","28,78343764","108,235502"
2014-12-20/12:35:38,"256,222","5620,762062","4927,7","-2391,95","1260,68","-9,8713","22,8895","0,906957","6,1346","6,43857","15,716077","15,762623","-155,43425","-20,965773","84,795959","-390,25439","21,805197","27,914901","391,8586444","-360,72217","42,237938","53,492468","-0,96032341","-5,0667946","-0,58332915","5,189884533","-4,7961049","-15,039592","5,5464471","5,36697","17,1761","5,27455","17,1892","27,4713","0,090679","3,22241","0,94616246","-0,21541451","0,24160544","0,354699",0,"0,934981","0,992194","30,2515","46,450297","62,839201","89,5374","4,6990459","7,90515543","8,436084799","2,7950041","1,3954356","1,3995685","1,2375","0,4972344463","12,63626314","0,7865595155","788,0762231","2,092665479","92,05380019","28,75365531","82,99549882"
2014-12-21/16:06:33,"256,95","5788,198636","5110,15","-2496,95","1074,64","-11,9199","340,387","0,90707","6,78852","7,24265","7,6345425","13,452047","-114,33442","-35,881419","61,494879","-324,4226","13,514222","3,7524985","324,7256362","-307,66209","30,757585","3,3716759","0,84539245","-5,3474177","-2,0363965","5,784157256","-5,7701573","-16,386438","7,6216226","5,6536","20,3685","5,82054","19,3839","28,5988","0,250906","2,44974","0,91140132","-0,32200251","0,256246","0,353937",0,"0,935269","0,992944","110,014","48,727236","49,267539","70,0816","4,3819812","6,137619555","6,664150543","1,701396","0,61600195","1,085394","1,3745","0,554170755","11,3379951","0,5977157917","585,9667499","1,973084895","87,5079069","28,01108972","100,8689673"
2014-12-21/20:42:28,"257,071","5869,698755","5226,19","-2493,37","960,941","-12,2675","273,302","0,90709","6,42211","6,74185","5,7905021","10,640133","-135,97771","-62,407539","60,853386","-338,32662","16,008491","2,4842298","338,7142527","-323,73085","54,964894","7,5064161","-2,1751686","-5,2319988","-2,3671466","6,140729021","-4,2551847","-16,398219","-9,1574972","6,37003","22,2329","6,18557","19,4762","29,1097","0,0729635","2,10664","0,90434103","-0,33175381","0,26852695","0,345041",0,"0,938588","0,988933","202,577","53,239843","43,54138","81,8834","4,5270127","5,834097581","6,362044544","1,1105126","0,39136804","0,71914454","1,6155","0,5883333194","10,67963534","0,6152210106","575,7182902","2,045054933","89,96963881","27,08051555","71,89744097"
2014-12-25/11:39:44,"259,369","5473,012716","4215,05","-3066,61","1668,27","-0,730652","76,6606","0,907535","29,316","46,597","7,2335186","16,607599","-149,75337","-65,025115","54,885369","-336,5663","4,9360696","-10,758847","336,7743931","-324,73382","11,139213","-14,639224","1,4290498","4,817252","3,7069109","6,24414034","4,4497926","17,821439","13,076955","6,40988","24,7864","6,33651","24,155","46,1409","0,0885581","4,91652","0,877811","-0,39701526","0,26800508","0,455282",0,"0,890347","0,998645","352,732","25,526646","46,43578","86,9211","5,668326","11,76357916","13,19305298","7,0094148","2,1266927","4,8827221","1,089","0,5982409906","10,50276629","2,776318666","562,9410194","0,7778852608","42,10973327","39,63248744","103,6729325"
2014-12-25/20:50:16,"259,611","5491,96847","4206,76","-3113,78","1664,11","-4,94751","302,955","0,907589","16,2673","18,2078","6,945035","11,349789","-162,99745","-64,143641","52,551871","-348,63913","16,538846","-9,5893096","349,1629007","-331,18373","46,753717","-23,970881","1,7442812","6,3606297","1,6215594","6,791876175","5,2819733","15,999307","11,988335","6,37699","20,8526","6,8234","23,5916","50,1525","0,194523","5,86941","0,82829045","-0,52226112","0,20292425","0,452062",0,"0,891986","0,990286","271,3","36,901017","45,614406","76,8247","5,1346606","8,112458298","9,462148448","2,5739151","0,97710317","1,5968119","1,2495","0,6507186754","9,655762996","1,655991629","536,5804209","1,244416566","56,52975575","40,005387","102,6286309"
2014-12-26/06:02:15,"259,854","5700,299127","4542,13","-3145,95","1401,95","-5,85676","168,842","0,907645","9,46007","11,0508","5,8330078","12,872035","-141,21668","-51,807745","56,471196","-330,52883","21,478075","-2,3344176","331,2341538","-303,9745","50,808539","-5,7306137","3,4429006","4,3603572","-0,88538057","5,62584911","10,340973","17,305721","-1,003078","5,47065","19,5918","5,67346","20,8861","31,3097","0,309488","3,55484","0,84563552","-0,44796712","0,29021721","0,434149",0,"0,900841","0,990714","40,4658","40,234353","44,579222","82,8402","4,8353404","7,202946164","8,232620364","2,2136414","0,69030518","1,5233363","1,3025","0,5390035075","11,65703974","0,8666645794","614,5306092","1,597341083","74,12891986","37,17220763","124,0080816"
2014-12-27/18:39:26,"260,82","5596,846421","4195,81","-3339,21","1602,98","-2,95013","351,606","0,90788","6,61639","8,49049","33,957928","18,751288","-242,54676","-57,456974","99,189384","-465,81324","40,326733","-16,423231","467,8439296","-442,94311","63,08149","-33,13973","-2,1864954","-5,1901836","-1,9493454","5,959758","-7,0755972","-21,9655","-9,3956587","7,24112","25,9377","5,98647","25,8596","37,921","0,114854","4,75079","0,81201043","-0,41763137","0,40770467","0,46932",0,"0,883028","0,976533","228,119","50,764098","82,601205","86,1263","4,1459679","7,91470275","9,216039446","3,9184639","2,5244716","1,3939924","1,1645","0,5709947785","11,00392778","1,209231828","819,3488754","1,822334695","88,63888793","41,43785712","72,44028546"
2014-12-28/12:57:45,"261,302","5385,613621","3717,65","-3405,05","1894,61","-1,57337","83,0075","0,908006","3,34934","3,73943","29,956982","15,125221","-259,36221","-127,37247","100,18604","-565,88414","41,364972","-17,565101","567,6657939","-516,76794","83,933413","-50,690242","-1,9373169","-3,6578036","-3,41699","5,367359184","-2,2968994","-12,46133","-12,472835","5,72135","17,7348","5,42118","18,172","29,4748","0,0445174","2,91547","0,83761399","-0,40793369","0,36330828","0,487682",0,"0,873021","0,991245","353,146","64,611562","77,987138","75,1897","4,949701","7,69596291","8,785823719","2,0688418","1,3747388","0,69410295","1,314","0,5142380056","12,21843823","0,9012207089","1103,897004","2,745944892","124,58198","46,34671351","70,7402705"
2014-12-29/02:35:49,"261,662","4865,003525","2570,47","-3288,38","2499,5","7,53066","240,463","0,908103","3,43778","3,57925","17,577496","13,477575","-262,1285","-88,916374","158,1093","-503,39844","38,288836","30,797734","505,7909892","-471,01206","73,461156","42,72475","-0,50617037","-1,903801","3,2220655","3,776555676","-2,0160344","-10,197039","-5,8434356","4,02496","11,7659","3,81298","12,6655","22,9339","0,131577","3,44248","0,86861172","-0,42905663","0,24783882","0,549237",0,"0,835667","0,995852","1119,87","44,856084","63,618702","71,8611","5,7942532","9,94409119","11,27586147","2,9568716","1,6736203","1,2832513","1,2065","0,3618256936","17,36522701","0,734356143","1397,885773","2,806716219","122,9690468","58,10533179","81,53622458"
2014-12-30/06:13:37,"262,391","5665,9794","4040,32","-3631,09","1610,69","-5,679","199,519","0,908309","5,26586","5,66938","13,964645","10,63568","-211,58429","-60,439565","120,65153","-417,34315","-2,5500707","-10,589102","417,4852534","-388,97798","-9,8491704","-33,240917","0,31389877","-2,9580235","-1,5045764","3,333494504","-3,8852539","-9,5147734","-1,0172532","3,04149","12,5452","3,33673","11,1433","28,5395","0,0546966","3,1981","0,75789224","-0,45029358","0,47205407","0,488183",0,"0,872741","0,95583","131,724","31,716316","56,361333","75,0557","4,9810792","10,09422037","13,16310676","4,6850909","2,6595434","2,0255475","1,1285","0,3193767189","19,67327277","0,7663692375","1307,187496","2,230112323","99,35739414","44,51359398","94,43136236"
2014-12-31/05:09:59,"262,996","5922,391014","4379,71","-3763,68","1314,37","-7,82305","224,219","0,90849","5,36323","5,17757","15,620696","11,118474","-140,07806","-57,200251","38,723816","-390,87356","20,916886","-31,510074","392,6990461","-371,82494","42,725643","-55,339896","-1,6726126","-3,5745798","-2,4759398","4,658919569","1,5149754","9,1802099","12,990711","4,89064","16,1123","4,68221","16,331","25,6419","0,0669513","1,96588","0,90361421","-0,40273653","0,1458926","0,482679",0,"0,875797","0,998123","80,3176","44,099547","59,983786","84,6672","4,9238514","8,304393327","8,904831745","2,63404","1,5387739","1,0952661","1,2515","0,4463635515","14,07638524","0,6906095665","879,7739976","2,333627487","98,45134101","42,30969564","68,9538769"
2015-01-01/04:11:45,"263,603","6573,954648","5314,53","-3844,99","434,399","-17,3293","249,552","0,90868","6,21818","6,36519","13,172827","8,2863461","-188,79316","-82,693993","-1,9397072","-399,17701","10,922835","-3,0314706","399,3379314","-373,64672","29,494831","0,081019404","-1,3621482","-0,78676589","-9,2907654","9,422991563","0,34871901","-1,6945819","-27,042346","9,3913","28,1456","9,43764","27,1508","33,2784","0,126856","1,05602","0,91100384","-0,39796353","0,10815286","0,444517",0,"0,89577","0,997231","771,16","82,552026","53,658581","78,1647","3,7576173","4,461750474","4,837409216","0,60325388","0,37031059","0,2329433","1,965","0,9028015869","6,959652484","0,8280010603","442,3318891","2,104693381","91,43304897","36,05795172","81,3905446"
2015-01-03/06:29:15,"264,928","6215,732479","4495,22","-4162,12","1051,23","-8,87141","230,63","0,909124","3,75605","3,58545","19,180645","10,547167","-210,92422","-102,24352","59,639766","-450,51352","-2,6477899","31,323089","451,6088777","-418,89475","-3,141239","59,235701","1,0564882","2,2569838","-2,7655021","3,722652959","4,5027282","5,8175147","-6,726526","3,83782","11,5098","3,74055","10,607","25,4736","0,0819106","2,44116","0,82155204","-0,50863239","0,25757588","0,505571",0,"0,862785","0,990032","240,708","42,098486","64,200452","74,5398","4,7344359","8,568134196","10,72743751","3,2134581","2,0733513","1,1401068","1,1925","0,3566613614","17,61666945","0,6396505559","1266,211949","2,804288466","117,6438326","43,68065539","109,7667455"
2015-01-03/20:13:25,"265,29","6208,086805","4408,19","-4234,06","1086,71","-7,44531","29,1837","0,909252","6,0619","6,10554","17,874231","13,031716","-211,85121","-94,599238","66,495608","-466,80663","-13,133951","8,1750845","467,0629106","-437,18225","-35,305921","18,903916","1,9676112","4,3210402","1,6026538","5,011125766","3,8851833","12,501507","7,9695485","5,07678","17,629","5,08375","15,9172","35,8603","0,108147","2,66833","0,9168275","-0,355856","0,18109069","0,513862",0,"0,857873","0,986775","205,833","45,037626","63,985341","83,6238","5,3984026","9,366100438","10,37050467","2,9189975","1,6881811","1,2308163","1,2245","0,4801078579","13,08702868","1,104195584","972,829132","2,14898053","92,60415285","44,75920809","114,2728901"
2015-01-05/18:01:23,"266,494","6198,776341","4138,64","-4461,36","1180,15","-6,25957","78,0564","0,909701","2,94456","3,09844","18,843861","10,055208","-207,38212","-66,993016","30,323411","-426,25646","5,3259533","11,369439","426,4413202","-387,22885","9,7059106","33,145755","-0,31170426","0,6251792","-2,504318","2,599926388","4,5358774","7,5081002","4,307476","2,94975","10,9371","2,65787","10,1762","21,2213","0,224292","2,07361","0,88324758","-0,42410139","-0,20002931","0,535939",0,"0,844257","0,938007","154,811","33,784684","62,64858","89,1292","5,3532386","11,27797886","12,62232674","4,850503","3,162808","1,6876951","1,1315","0,2490947438","25,22407825","0,4471213853","1711,964347","3,01663646","132,8692987","48,11371632","84,42434147"
2015-01-07/06:38:50,"267,457","6211,546694","3948,93","-4635,93","1223,69","-4,62154","261,169","0,910084","2,73754","2,58987","16,911354","8,9356987","-162,18722","-51,469797","61,198032","-404,85293","6,3462038","8,3145796","404,9880263","-379,85518","7,7391044","37,106206","0,67225383","2,6104054","-1,3925453","3,034027682","-0,21589412","3,6434406","7,134388","3,18132","9,47852","3,19445","10,1472","17,705","0,235482","1,73311","0,97535323","-0,18269735","0,12372453","0,555616",0,"0,831439","0,926639","44,4811","42,112628","60,046936","89,8777","5,385773","9,379735934","9,616783506","2,7920874","1,8268226","0,96526486","1,2375","0,2906852869","21,61507854","0,3749137044","1393,21818","3,299556266","137,8017111","50,52509389","102,5586164"
2015-01-07/15:56:33,"267,701","6837,994853","4892,84",-4763,"363,485","-15,5882","127,9","0,910185","2,88626","2,79151","11,244142","10,012864","-147,57965","-38,771065","46,334389","-379,1593","28,659705","-19,510575","380,7411404","-359,12231","39,994839","-41,079331","0,25951166","1,2713881","2,8109122","3,095965342","2,9805056","7,5835746","6,8558226","3,23278","11,4249","3,09707","10,9986","17,8609","0,0398508","1,7017","0,89337455","-0,44082068","0,086942744","0,520687",0,"0,853748","0,995025","830,389","39,763003","52,797489","88,4411","5,3421076","8,879142317","9,575261215","2,5756473","1,3624187","1,2132285","1,259","0,296619434","21,18264883","0,3493667251","1283,601466","3,178153924","134,2045134","44,31275433","95,68665871"
